項目名,名称
820100441,六　ショック（救急医療管理加算２）：平均血圧７０ｍｍＨｇ以上
820100442,六　ショック（救急医療管理加算２）：平均血圧７０ｍｍＨｇ未満
820100443,六　ショック（救急医療管理加算２）：昇圧剤利用なし
820100444,六　ショック（救急医療管理加算２）：昇圧剤利用あり
820100445,八　広範囲熱傷、顔面熱傷又は気道熱傷（救急医療管理加算２）：Ｂｕｒｎ　Ｉｎｄｅｘ　９以上
820100446,八　広範囲熱傷、顔面熱傷又は気道熱傷（救急医療管理加算２）：Ｂｕｒｎ　Ｉｎｄｅｘ　４以上９未満
820100447,八　広範囲熱傷、顔面熱傷又は気道熱傷（救急医療管理加算２）：Ｂｕｒｎ　Ｉｎｄｅｘ　１以上４未満
820100448,八　広範囲熱傷、顔面熱傷又は気道熱傷（救急医療管理加算２）：気道熱傷なし
820100449,八　広範囲熱傷、顔面熱傷又は気道熱傷（救急医療管理加算２）：気道熱傷あり
820100450,九　外傷、破傷風等で重篤な状態（救急医療管理加算２）
820100451,十　緊急手術、緊急カテーテル治療・検査又はｔ－ＰＡ療法を必要とする状態　（救急医療管理加算２）
820100452,規定により移送された患者（応急入院患者等）（精神科応急入院施設管理加算）
820100453,呼吸器系疾患の患者（精神科身体合併症管理加算）
820100454,心疾患の患者（精神科身体合併症管理加算）
820100455,手術又は直達・介達牽引を要する骨折の患者（精神科身体合併症管理加算）
820100456,脊髄損傷の患者（精神科身体合併症管理加算）
820100457,重篤な内分泌・代謝性疾患の患者（精神科身体合併症管理加算）
820100458,重篤な栄養障害の患者（精神科身体合併症管理加算）
820100459,意識障害の患者（精神科身体合併症管理加算）
820100460,全身感染症の患者（精神科身体合併症管理加算）
820100461,中枢神経系の感染症の患者（精神科身体合併症管理加算）
820100462,急性腹症の患者（精神科身体合併症管理加算）
820100463,劇症肝炎又は重症急性膵炎の患者（精神科身体合併症管理加算）
820100464,悪性症候群又は横紋筋融解症の患者（精神科身体合併症管理加算）
820100465,広範囲（半肢以上）熱傷の患者（精神科身体合併症管理加算）
820100466,手術、化学療法若しくは放射線療法を要する状態又は末期の悪性腫瘍の患者（精神科身体合併症管理加算）
820100467,透析導入時の患者（精神科身体合併症管理加算）
820100468,重篤な血液疾患の患者（精神科身体合併症管理加算）
820100469,急性かつ重篤な腎疾患の患者（精神科身体合併症管理加算）
820100470,手術室での手術を必要とする状態の患者（精神科身体合併症管理加算）
820100471,膠原病の患者（精神科身体合併症管理加算）
820100472,妊産婦である患者（精神科身体合併症管理加算）
820100473,指定難病の患者（精神科身体合併症管理加算）
820100474,該当するもの（新生児特定集中治療室管理料）：ア　高度の先天奇形
820100475,該当するもの（新生児特定集中治療室管理料）：イ　低体温
820100476,該当するもの（新生児特定集中治療室管理料）：ウ　重症黄疸
820100477,該当するもの（新生児特定集中治療室管理料）：エ　未熟児
820100478,該当するもの（新生児特定集中治療室管理料）：オ　意識障害又は昏睡
820100479,該当するもの（新生児特定集中治療室管理料）：カ　急性呼吸不全又は慢性呼吸不全の急性増悪
820100480,該当するもの（新生児特定集中治療室管理料）：キ　急性心不全（心筋梗塞を含む。）
820100481,該当するもの（新生児特定集中治療室管理料）：ク　急性薬物中毒
820100482,該当するもの（新生児特定集中治療室管理料）：ケ　ショック
820100483,該当するもの（新生児特定集中治療室管理料）：コ　重篤な代謝障害（肝不全、腎不全、重症糖尿病等）
820100484,該当するもの（新生児特定集中治療室管理料）：サ　大手術後
820100485,該当するもの（新生児特定集中治療室管理料）：シ　救急蘇生後
820100486,該当するもの（新生児特定集中治療室管理料）：ス　その他外傷、破傷風等で重篤な状態
820100487,該当するもの（母体・胎児集中治療室管理料）：ア　合併症妊娠
820100488,該当するもの（母体・胎児集中治療室管理料）：イ　妊娠高血圧症候群
820100489,該当するもの（母体・胎児集中治療室管理料）：ウ　多胎妊娠
820100490,該当するもの（母体・胎児集中治療室管理料）：エ　胎盤位置異常
820100491,該当するもの（母体・胎児集中治療室管理料）：オ　切迫流早産
820100492,該当するもの（母体・胎児集中治療室管理料）：カ　胎児発育遅延や胎児奇形などの胎児異常を伴うもの
820100493,該当するもの（新生児集中治療室管理料）：ア　高度の先天奇形
820100494,該当するもの（新生児集中治療室管理料）：イ　低体温
820100495,該当するもの（新生児集中治療室管理料）：ウ　重症黄疸
820100496,該当するもの（新生児集中治療室管理料）：エ　未熟児
820100497,該当するもの（新生児集中治療室管理料）：オ　意識障害又は昏睡
820100498,該当するもの（新生児集中治療室管理料）：カ　急性呼吸不全又は慢性呼吸不全の急性増悪
820100499,該当するもの（新生児集中治療室管理料）：キ　急性心不全（心筋梗塞を含む。）
820100500,該当するもの（新生児集中治療室管理料）：ク　急性薬物中毒
820100501,該当するもの（新生児集中治療室管理料）：ケ　ショック
820100502,該当するもの（新生児集中治療室管理料）：コ　重篤な代謝障害（肝不全、腎不全、重症糖尿病等）
820100503,該当するもの（新生児集中治療室管理料）：サ　大手術後
820100504,該当するもの（新生児集中治療室管理料）：シ　救急蘇生後
820100505,該当するもの（新生児集中治療室管理料）：ス　その他外傷、破傷風等で重篤な状態
820100506,該当するもの（新生児治療回復室入院医療管理料）：ア　高度の先天奇形
820100507,該当するもの（新生児治療回復室入院医療管理料）：イ　低体温
820100508,該当するもの（新生児治療回復室入院医療管理料）：ウ　重症黄疸
820100509,該当するもの（新生児治療回復室入院医療管理料）：エ　未熟児
820100510,該当するもの（新生児治療回復室入院医療管理料）：オ　意識障害又は昏睡
820100511,該当するもの（新生児治療回復室入院医療管理料）：カ　急性呼吸不全又は慢性呼吸不全の急性増悪
820100512,該当するもの（新生児治療回復室入院医療管理料）：キ　急性心不全（心筋梗塞を含む。）
820100513,該当するもの（新生児治療回復室入院医療管理料）：ク　急性薬物中毒
820100514,該当するもの（新生児治療回復室入院医療管理料）：ケ　ショック
820100515,該当するもの（新生児治療回復室入院医療管理料）：コ　重篤な代謝障害（肝不全、腎不全、重症糖尿病等）
820100516,該当するもの（新生児治療回復室入院医療管理料）：サ　大手術後
820100517,該当するもの（新生児治療回復室入院医療管理料）：シ　救急蘇生後
820100518,該当するもの（新生児治療回復室入院医療管理料）：ス　その他外傷、破傷風等で重篤な状態
820100519,クロザピンの投与中止の理由（精神科救急急性期医療入院料）：ア　クロザピンの副作用等の事由により、投与を中止
820100520,クロザピンの投与中止の理由（精神科救急急性期医療入院料）：イ　患者事由により、投与を中止
820100521,クロザピンの投与中止の理由（精神科急性期治療病棟入院料）：ア　クロザピンの副作用等の事由により、投与を中止
820100522,クロザピンの投与中止の理由（精神科急性期治療病棟入院料）：イ　患者事由により、投与を中止
820100523,クロザピンの投与中止の理由（精神科救急・合併症入院料）：ア　クロザピンの副作用等の事由により、投与を中止
820100524,クロザピンの投与中止の理由（精神科救急・合併症入院料）：イ　患者事由により、投与を中止
820100525,対象手術（短手１）：皮膚、皮下腫瘍摘出術（露出部）　３　長径四センチメートル以上（六歳未満に限る。）
820100526,対象手術（短手１）：皮膚、皮下腫瘍摘出術（露出部以外）　３　長径六センチメートル以上十二センチメートル未満（六歳未満に限る。）
820100527,対象手術（短手１）：皮膚、皮下腫瘍摘出術（露出部以外）　４　長径十二センチメートル以上（六歳未満に限る。）
820100528,対象手術（短手１）：腋臭症手術
820100529,対象手術（短手１）：半月板切除術
820100530,対象手術（短手１）：関節鏡下半月板切除術
820100531,対象手術（短手１）：手根管開放手術
820100532,対象手術（短手１）：関節鏡下手根管開放手術
820100533,対象手術（短手１）：水晶体再建術　１　眼内レンズを挿入する場合　イ　縫着レンズを挿入するもの
